id,document_id,line_item_id,total_price,status,description,created_at,updated_at,is_accepted,accepted_on,vendor_id,rejected_on,rushed,deadline,batch_no,shipped_at,production_time,ship_accuracy,ship_rating,quantity,unit_price,additional_cost,paid,origin,invoice_id,default_production_time,product,vendor
443,444,1770,NULL,3,,2018-11-29 01:20:06,2019-01-11 08:45:07,1,2018-11-29 06:23:32,322,NULL,0,NULL,2018-W47-2,2019-01-11 08:45:07,43,13,negative,60,NULL,0.00,1,0,3638,30,Beanie Hat - Custom Embellishment - Custom QTY,Hidy Zhao
444,445,1768,NULL,3,,2018-11-29 14:34:46,2019-01-25 14:04:39,1,2018-11-30 07:10:13,322,NULL,0,NULL,2018-W47-2,2019-01-25 14:04:39,56,26,negative,60,NULL,0.00,1,0,3637,30,Beanie Hat - Custom Embellishment - Custom QTY,Hidy Zhao
445,446,1755,NULL,3,,2018-11-29 15:17:39,2019-02-12 09:16:31,1,2018-11-30 07:10:08,322,NULL,0,NULL,2018-W47-2,2019-02-12 09:16:31,74,44,negative,60,NULL,0.00,1,0,3631,30,Custom Camp Cap - 5 Panel - Custom QTY,Hidy Zhao
446,447,1682,NULL,3,,2018-11-29 17:37:56,2018-12-18 01:02:07,1,2018-11-30 07:08:58,322,NULL,1,2018-12-25 00:00:00,2018-W47-2,2018-12-18 01:02:07,18,3,negative,164,NULL,0.00,1,0,3604,30,Beanie Hat - Custom Embellishment - Custom QTY,Hidy Zhao
447,448,1738,NULL,3,,2018-11-29 17:40:47,2019-01-19 09:42:26,1,2018-11-30 07:10:03,322,NULL,0,NULL,2018-W47-2,2019-01-19 09:42:26,50,20,negative,30,NULL,0.00,1,0,3625,30,Custom Camp Cap - 5 Panel - 30pcs,Hidy Zhao
448,449,1739,NULL,3,,2018-11-29 17:40:57,2019-01-31 10:23:56,1,2018-11-30 07:09:56,322,NULL,0,NULL,2018-W47-2,2019-01-31 10:23:56,62,32,negative,30,NULL,0.00,1,0,3625,30,Custom Dad Cap - 30pcs,Hidy Zhao
449,450,1735,NULL,3,,2018-11-29 20:42:59,2018-12-18 01:02:30,1,2018-11-30 07:08:49,322,NULL,1,2018-12-19 00:00:00,2018-W47-2,2018-12-18 01:02:30,18,9,negative,500,NULL,0.00,1,0,3623,30,Beanie Hat - Custom Embellishment - 500pcs,Hidy Zhao
450,451,1808,NULL,3,,2018-11-30 16:22:40,2019-01-02 02:33:10,1,2018-12-03 07:37:15,322,NULL,0,NULL,2018-W47-2,2019-01-02 02:33:10,30,0,positive,60,NULL,0.00,1,0,3653,30,Beanie Hat - Custom Embellishment - Custom QTY,Hidy Zhao
451,452,1698,NULL,3,,2018-11-30 17:15:10,2019-01-31 09:33:10,1,2018-12-03 07:36:53,322,NULL,0,NULL,2018-W47-2,2019-01-31 09:33:10,59,29,negative,50,NULL,0.00,1,0,3609,30,Custom Camp Cap - 5 Panel - 50pcs,Hidy Zhao
452,453,1728,NULL,3,,2018-11-30 17:54:45,2018-12-11 08:59:05,1,2018-12-03 07:36:33,322,NULL,0,NULL,2018-W47-2,2018-12-11 08:59:05,8,-22,positive,100,NULL,0.00,1,0,3620,30,Snapback - 6 Panel - 100pcs,Hidy Zhao
453,454,1764,NULL,3,,2018-11-30 18:17:38,2019-01-02 02:32:50,1,2018-12-03 07:36:18,322,NULL,0,NULL,2018-W47-2,2019-01-02 02:32:50,30,0,positive,60,NULL,0.00,1,0,3635,30,Beanie Hat - Custom Embellishment - Custom QTY,Hidy Zhao
454,455,1815,NULL,3,,2018-11-30 21:07:00,2019-01-31 09:35:14,1,2018-12-03 07:35:54,322,NULL,0,NULL,2018-W47-2,2019-01-31 09:35:14,59,29,negative,30,NULL,0.00,1,0,3656,30,Custom Camp Cap - 5 Panel - 30pcs,Hidy Zhao
455,456,1793,NULL,3,,2018-12-03 14:14:47,2019-01-25 13:58:23,1,2018-12-10 08:48:24,322,NULL,0,NULL,2018-W48-1,2019-01-25 13:58:23,46,16,negative,500,NULL,0.00,1,0,3647,30,Custom Camp Cap - 5 Panel - 500pcs,Hidy Zhao
457,458,1794,NULL,3,,2018-12-03 14:39:44,2019-01-25 13:58:56,1,2018-12-11 01:17:30,322,NULL,0,NULL,2018-W48-1,2019-01-25 13:58:56,45,15,negative,100,NULL,0.00,1,0,3647,30,Strapback - 6 Panel - 100pcs,Hidy Zhao
458,459,1800,NULL,3,,2018-12-03 15:24:03,2019-01-31 09:36:21,1,2018-12-11 01:26:10,322,NULL,0,NULL,2018-W48-1,2019-01-31 09:36:21,51,21,negative,60,NULL,0.00,1,0,3650,30,Beanie Hat - Custom Embellishment - Custom QTY,Hidy Zhao
459,460,1759,NULL,3,,2018-12-03 16:33:00,2019-01-31 09:30:47,1,2018-12-11 01:25:49,322,NULL,0,NULL,2018-W48-1,2019-01-31 09:30:47,51,21,negative,60,NULL,0.00,1,0,3633,30,Beanie Hat - Custom Embellishment - Custom QTY,Hidy Zhao
460,461,1760,NULL,3,,2018-12-03 16:33:12,2019-01-31 09:29:23,1,2018-12-11 01:25:37,322,NULL,0,NULL,2018-W48-1,2019-01-31 09:29:23,51,21,negative,50,NULL,0.00,1,0,3633,30,Custom Camp Cap - 5 Panel - 50pcs,Hidy Zhao
461,462,1810,NULL,3,,2018-12-04 16:00:29,2019-01-31 09:28:35,1,2018-12-11 01:25:30,322,NULL,0,NULL,2018-W48-1,2019-01-31 09:28:35,51,21,negative,100,NULL,0.00,1,0,3654,30,Custom Camp Cap - 5 Panel - 100pcs,Hidy Zhao
462,463,1811,NULL,3,,2018-12-04 16:00:40,2019-01-25 13:59:52,1,2018-12-11 01:25:22,322,NULL,0,NULL,2018-W48-1,2019-01-25 13:59:52,45,15,negative,100,NULL,0.00,1,0,3654,30,Custom Camp Cap - 5 Panel - 100pcs,Hidy Zhao
463,464,1828,NULL,3,,2018-12-04 22:45:05,2019-01-31 10:14:41,1,2018-12-11 01:25:14,322,NULL,0,NULL,2018-W48-1,2019-01-31 10:14:41,51,21,negative,100,NULL,0.00,1,0,3659,30,Beanie Hat - Custom Embellishment - Custom QTY,Hidy Zhao
464,465,1796,NULL,3,,2018-12-05 15:43:16,2019-01-11 08:47:58,1,2018-12-11 01:25:03,322,NULL,0,NULL,2018-W48-1,2019-01-11 08:47:58,31,1,negative,60,NULL,0.00,1,0,3648,30,Beanie Hat - Custom Embellishment - Custom QTY,Hidy Zhao
465,466,1838,NULL,3,,2018-12-05 15:58:13,2019-02-12 09:22:48,1,2018-12-11 01:24:56,322,NULL,0,NULL,2018-W48-1,2019-02-12 09:22:48,63,33,negative,60,NULL,0.00,1,0,3664,30,Beanie Hat - Custom Embellishment - Custom QTY,Hidy Zhao
466,467,1840,NULL,3,,2018-12-05 21:52:07,2019-02-12 09:10:33,1,2018-12-11 01:24:49,322,NULL,0,NULL,2018-W48-1,2019-02-12 09:10:33,63,33,negative,60,NULL,0.00,1,0,3665,30,Snapback - 6 Panel - Custom QTY,Hidy Zhao
467,468,1747,NULL,3,,2018-12-06 17:01:52,2019-01-30 13:42:05,1,2018-12-11 01:24:43,322,NULL,0,NULL,2018-W48-2,2019-01-30 13:42:05,50,20,negative,100,NULL,0.00,1,0,3628,30,Custom Camp Cap - 5 Panel - 100pcs,Hidy Zhao
468,469,1850,NULL,3,,2018-12-06 20:06:34,2019-01-24 09:40:56,1,2018-12-11 01:18:25,322,NULL,0,NULL,2018-W48-2,2019-01-24 09:40:56,44,14,negative,60,NULL,0.00,1,0,3668,30,Beanie Hat - Custom Embellishment - Custom QTY,Hidy Zhao
469,470,1798,NULL,3,,2018-12-07 19:57:25,2019-01-11 08:42:20,1,2018-12-11 01:18:18,322,NULL,0,NULL,2018-W48-2,2019-01-11 08:42:20,31,1,negative,1,NULL,0.00,1,0,3649,30,Custom Sample Production Hat,Hidy Zhao
470,471,1576,NULL,3,,2018-12-07 21:23:19,2019-01-25 14:06:29,1,2018-12-11 01:18:10,322,NULL,0,NULL,2018-W48-2,2019-01-25 14:06:29,45,15,negative,250,NULL,0.00,1,0,3572,30,Beanie Hat - Custom Embellishment - 250pcs,Hidy Zhao
471,472,1500,NULL,3,,2018-12-08 15:18:27,2019-01-31 09:38:08,1,2018-12-11 01:18:03,322,NULL,0,NULL,2018-W48-2,2019-01-31 09:38:08,51,21,negative,30,NULL,0.00,1,0,3549,30,Beanie Hat - Custom Embellishment - 30pcs,Hidy Zhao
472,473,1534,NULL,3,,2018-12-08 15:18:38,2019-01-31 11:33:40,1,2018-12-11 01:17:55,322,NULL,0,NULL,2018-W48-2,2019-01-31 11:33:40,51,21,negative,30,NULL,0.00,1,0,3549,30,Strapback - 5 Panel - 30pcs,Hidy Zhao
473,474,1803,NULL,3,,2018-12-08 15:19:59,2019-01-11 08:43:03,1,2018-12-10 08:48:47,322,NULL,0,NULL,2018-W48-2,2019-01-11 08:43:03,32,2,negative,30,NULL,0.00,1,0,3651,30,Beanie Hat - Custom Embellishment - 30pcs,Hidy Zhao
474,475,1787,NULL,3,,2018-12-11 14:48:41,2019-01-19 09:40:20,1,2018-12-14 07:10:23,322,NULL,0,NULL,2018-W49-1,2019-01-19 09:40:20,36,6,negative,1,NULL,0.00,1,0,3646,30,Custom Sample Production Hat,Hidy Zhao
475,476,1788,NULL,3,,2018-12-11 14:48:52,2019-01-19 09:40:48,1,2018-12-14 07:10:50,322,NULL,0,NULL,2018-W49-1,2019-01-19 09:40:48,36,6,negative,1,NULL,0.00,1,0,3646,30,Custom Sample Production Hat,Hidy Zhao
476,477,1789,NULL,3,,2018-12-11 14:49:03,2019-01-19 09:41:14,1,2018-12-14 07:10:47,322,NULL,0,NULL,2018-W49-1,2019-01-19 09:41:14,36,6,negative,1,NULL,0.00,1,0,3646,30,Custom Sample Production Hat,Hidy Zhao
477,478,1790,NULL,3,,2018-12-11 14:49:14,2019-01-19 09:41:43,1,2018-12-14 07:10:43,322,NULL,0,NULL,2018-W49-1,2019-01-19 09:41:43,36,6,negative,1,NULL,0.00,1,0,3646,30,Custom Sample Production Hat,Hidy Zhao
478,479,1823,NULL,3,,2018-12-12 16:50:45,2019-01-31 08:41:03,1,2018-12-14 07:10:40,322,NULL,0,NULL,2018-W49-1,2019-01-31 08:41:03,48,18,negative,60,NULL,0.00,1,0,3657,30,Beanie Hat - Custom Embellishment - Custom QTY,Hidy Zhao
479,480,1824,NULL,3,,2018-12-12 16:50:58,2019-01-31 08:41:37,1,2018-12-14 07:10:37,322,NULL,0,NULL,2018-W49-1,2019-01-31 08:41:37,48,18,negative,50,NULL,0.00,1,0,3657,30,Snapback - 6 Panel - 50pcs,Hidy Zhao
480,481,1869,NULL,3,,2018-12-12 19:01:40,2019-01-25 14:05:55,1,2018-12-14 07:10:33,322,NULL,0,NULL,2018-W49-1,2019-01-25 14:05:55,42,12,negative,60,NULL,0.00,1,0,3675,30,Beanie Hat - Custom Embellishment - Custom QTY,Hidy Zhao
481,482,1865,NULL,3,,2018-12-13 00:13:06,2018-12-25 08:31:29,1,2018-12-14 07:08:46,322,NULL,1,2019-01-04 08:00:00,2018-W49-1,2018-12-25 08:31:29,11,0,positive,50,NULL,0.00,1,0,3674,30,Custom Camp Cap - 5 Panel - 50pcs,Hidy Zhao
482,483,1826,NULL,3,,2018-12-13 16:58:03,2019-01-30 13:42:44,1,2018-12-14 07:10:30,322,NULL,0,NULL,2018-W49-2,2019-01-30 13:42:44,47,17,negative,50,NULL,0.00,1,0,3658,30,End of Year Special - 50pcs,Hidy Zhao
483,484,1785,NULL,3,,2018-12-14 17:34:59,2019-02-28 10:13:56,1,2018-12-18 08:57:05,322,NULL,0,NULL,2018-W49-2,2019-02-28 10:13:56,72,42,negative,60,NULL,0.00,1,0,3645,30,Beanie Hat - Custom Embellishment - Custom QTY,Hidy Zhao
484,485,1856,NULL,3,,2018-12-14 17:45:58,2019-01-30 13:56:07,1,2018-12-18 08:57:01,322,NULL,0,NULL,2018-W49-2,2019-01-30 13:56:07,43,13,negative,30,NULL,0.00,1,0,3670,30,Custom Camp Cap - 5 Panel - 30pcs,Hidy Zhao
485,486,1873,NULL,3,,2018-12-15 16:52:13,2019-01-24 09:43:30,1,2018-12-18 08:55:49,322,NULL,1,2019-01-05 08:00:00,2018-W49-2,2019-01-24 09:43:30,37,29,negative,60,NULL,0.00,1,0,3677,30,Beanie Hat - Custom Embellishment - Custom QTY,Hidy Zhao
486,487,1860,NULL,3,,2018-12-17 02:36:27,2019-01-31 10:09:05,1,2018-12-18 08:56:41,322,NULL,0,NULL,2018-W50-2,2019-01-31 10:09:05,44,14,negative,60,NULL,0.00,1,0,3672,30,Beanie Hat - Custom Embellishment - Custom QTY,Hidy Zhao
487,488,1879,NULL,3,,2018-12-18 19:25:21,2019-01-30 13:55:07,1,2018-12-20 00:40:45,322,NULL,0,NULL,2018-W50-1,2019-01-30 13:55:07,41,11,negative,30,NULL,0.00,1,0,3679,30,Strapback - 6 Panel - 30pcs,Hidy Zhao
488,489,1894,NULL,3,,2018-12-20 15:58:09,2019-01-18 01:06:59,1,2018-12-21 01:08:03,322,NULL,1,2019-01-14 08:00:00,2018-W50-2,2019-01-18 01:06:59,28,14,negative,50,NULL,0.00,1,0,3684,30,Custom Camp Cap - 5 Panel - 50pcs,Hidy Zhao
489,490,1895,NULL,3,,2018-12-20 16:24:23,2019-01-31 11:32:37,1,2018-12-21 01:08:50,322,NULL,0,NULL,2018-W50-2,2019-01-31 11:32:37,41,11,negative,50,NULL,0.00,1,0,3684,30,Strapback - 5 Panel - 50pcs,Hidy Zhao
490,491,1904,NULL,3,,2018-12-22 21:50:43,2019-01-31 10:03:45,1,2018-12-24 06:00:16,322,NULL,0,NULL,2018-W50-2,2019-01-31 10:03:45,38,8,negative,45,NULL,0.00,1,0,3688,30,Beanie Hat - Custom Embellishment - Custom QTY,Hidy Zhao
493,494,1886,39.0000,3,,2018-12-24 20:20:30,2019-03-11 08:51:13,1,2019-01-03 07:02:30,322,NULL,0,NULL,2018-W51-1,2019-03-11 08:51:13,67,37,negative,60,0.65,0.00,1,0,3681,30,Beanie Hat - Custom Embellishment - Custom QTY,Hidy Zhao
494,495,1877,19.5000,3,,2018-12-26 15:00:35,2019-01-25 14:03:58,1,2019-01-03 06:20:49,322,NULL,0,NULL,2018-W51-1,2019-01-25 14:03:58,22,-8,positive,60,0.33,0.00,1,0,3678,30,Beanie Hat - Custom Embellishment - Custom QTY,Hidy Zhao
495,496,1881,624.0000,3,,2018-12-26 20:37:11,2019-01-29 08:16:05,1,2019-01-03 06:18:57,322,NULL,1,2019-02-14 08:00:00,2018-W51-1,2019-01-29 08:16:05,26,-6,positive,800,0.78,0.00,1,0,3680,30,Beanie Hat - Custom Embellishment - Custom QTY,Hidy Zhao
496,497,1882,546.0000,3,,2018-12-26 20:37:31,2019-01-29 08:16:29,1,2019-01-03 06:17:39,322,NULL,1,2019-02-14 08:00:00,2018-W51-1,2019-01-29 08:16:29,26,-6,positive,700,0.78,0.00,1,0,3680,30,Beanie Hat - Custom Embellishment - Custom QTY,Hidy Zhao
497,498,1862,405.0000,3,,2018-12-26 20:52:17,2019-01-30 13:57:33,1,2019-01-03 06:19:57,322,NULL,0,NULL,2018-W51-1,2019-01-30 13:57:33,27,-3,positive,50,8.10,0.00,1,0,3673,30,Custom Camp Cap - 5 Panel - 50pcs,Hidy Zhao
498,499,1715,385.0000,6,,2018-12-27 16:58:41,2019-11-27 18:47:13,1,2019-01-10 07:53:46,322,NULL,0,NULL,2018-W51-2,NULL,0,NULL,NULL,1,385.00,0.00,0,0,3614,30,Begin Proofing,Hidy Zhao
499,500,1909,60.0000,3,,2018-12-28 15:09:43,2019-02-28 10:13:31,1,2019-01-10 08:11:11,322,NULL,0,NULL,2018-W51-2,2019-02-28 10:13:31,49,19,negative,60,1.00,0.00,1,0,3690,30,Beanie Hat - Custom Embellishment - Custom QTY,Hidy Zhao
500,501,1906,385.0000,3,,2018-12-28 15:16:29,2019-03-15 08:57:56,1,2019-01-10 07:55:29,322,NULL,0,NULL,2018-W51-2,2019-03-15 08:57:56,64,34,negative,50,7.70,0.00,1,0,3689,30,Strapback - 6 Panel - 50pcs,Hidy Zhao
501,502,1907,385.0000,3,,2018-12-28 15:16:43,2019-03-15 08:58:18,1,2019-01-10 07:55:06,322,NULL,0,NULL,2018-W51-2,2019-03-15 08:58:18,64,34,negative,50,7.70,0.00,1,0,3689,30,Strapback - 6 Panel - 50pcs,Hidy Zhao
502,503,1888,415.0000,3,,2018-12-28 20:36:32,2019-03-15 09:00:43,1,2019-01-10 07:54:23,322,NULL,0,NULL,2018-W51-2,2019-03-15 09:00:43,64,34,negative,50,8.30,0.00,1,0,3682,30,End of Year Special - 50pcs,Hidy Zhao
505,506,1902,395.0000,3,,2018-12-30 01:12:55,2019-03-15 08:57:12,1,2019-01-10 07:54:51,322,NULL,0,NULL,2018-W51-2,2019-03-15 08:57:12,64,34,negative,50,7.90,0.00,1,0,3687,30,End of Year Special - 50pcs,Hidy Zhao
506,507,1929,35.0000,3,,2018-12-30 01:14:16,2019-01-31 10:10:58,1,2019-01-10 08:11:30,322,NULL,0,NULL,2018-W51-2,2019-01-31 10:10:58,21,-9,positive,100,0.35,0.00,1,0,3697,30,Beanie Hat - Custom Embellishment - 100pcs,Hidy Zhao
507,508,1938,288.0000,3,,2018-12-30 20:52:04,2019-03-15 09:02:09,1,2019-01-10 07:59:33,322,NULL,0,NULL,2018-W52-2,2019-03-15 09:02:09,64,34,negative,30,9.60,0.00,1,0,3695,30,Custom Camp Cap - 5 Panel - 30pcs,Hidy Zhao
508,509,1939,288.0000,3,,2018-12-30 20:52:14,2019-03-22 09:48:28,1,2019-01-10 07:59:14,322,NULL,0,NULL,2018-W52-2,2019-03-22 09:48:28,71,41,negative,30,9.60,0.00,1,0,3695,30,Custom Camp Cap - 5 Panel - 30pcs,Hidy Zhao
509,510,1940,65.0000,3,,2018-12-30 21:22:22,2019-02-28 10:08:59,1,2019-01-10 08:12:06,322,NULL,0,NULL,2018-W52-2,2019-02-28 10:08:59,49,19,negative,50,1.30,0.00,1,0,3700,30,Beanie Hat - Custom Embellishment - 50pcs,Hidy Zhao
510,511,1941,65.0000,3,,2018-12-30 21:22:31,2019-02-28 10:09:23,1,2019-01-10 08:11:54,322,NULL,0,NULL,2018-W52-2,2019-02-28 10:09:23,49,19,negative,50,1.30,0.00,1,0,3700,30,Beanie Hat - Custom Embellishment - 50pcs,Hidy Zhao
511,512,1914,415.0000,3,,2019-01-01 01:45:14,2019-04-12 04:01:10,1,2019-01-10 07:58:26,322,NULL,0,NULL,2018-W52-1,2019-04-12 04:01:10,92,62,negative,50,8.30,0.00,1,0,3692,30,Custom Dad Cap - 50pcs,Hidy Zhao
512,513,1915,415.0000,3,,2019-01-01 01:45:26,2019-04-12 04:01:36,1,2019-01-10 07:58:08,322,NULL,0,NULL,2018-W52-1,2019-04-12 04:01:36,92,62,negative,50,8.30,0.00,1,0,3692,30,Snapback - 6 Panel - 50pcs,Hidy Zhao
513,514,1916,415.0000,3,,2019-01-01 01:45:46,2019-04-12 04:02:04,1,2019-01-10 07:57:51,322,NULL,0,NULL,2018-W52-1,2019-04-12 04:02:04,92,62,negative,50,8.30,0.00,1,0,3692,30,Snapback - 6 Panel - 50pcs,Hidy Zhao
515,516,1926,375.0000,3,,2019-01-01 16:38:47,2019-03-22 09:59:27,1,2019-01-10 08:00:33,322,NULL,0,NULL,2019-W0-1,2019-03-22 09:59:27,71,41,negative,50,7.50,0.00,1,0,3696,30,End of Year Special - 50pcs,Hidy Zhao
516,517,1927,390.0000,3,,2019-01-01 16:39:00,2019-03-15 08:56:17,1,2019-01-10 08:01:10,322,NULL,0,NULL,2019-W0-1,2019-03-15 08:56:17,64,34,negative,50,7.80,0.00,1,0,3696,30,End of Year Special - 50pcs,Hidy Zhao
517,518,1925,375.0000,3,,2019-01-01 16:48:03,2019-03-11 08:55:10,1,2019-01-10 08:00:52,322,NULL,0,NULL,2019-W0-1,2019-03-11 08:55:10,60,30,negative,50,7.50,0.00,1,0,3696,30,End of Year Special - 50pcs,Hidy Zhao
518,519,967,600.0000,3,,2019-01-02 15:09:28,2019-03-15 08:56:48,1,2019-01-10 07:52:17,322,NULL,0,NULL,2019-W0-1,2019-03-15 08:56:48,64,34,negative,1,600.00,0.00,1,0,3366,30,Strapback - 6 Panel - 100pcs,Hidy Zhao
519,520,1917,415.0000,3,,2019-01-02 17:43:40,2019-04-12 04:02:36,1,2019-01-10 07:57:16,322,NULL,0,NULL,2019-W0-1,2019-04-12 04:02:36,92,62,negative,50,8.30,0.00,1,0,3692,30,Snapback - 6 Panel - 50pcs,Hidy Zhao
520,521,1918,415.0000,3,,2019-01-02 17:44:40,2019-04-24 09:57:25,1,2019-01-10 07:56:55,322,NULL,0,NULL,2019-W0-1,2019-04-24 09:57:25,104,74,negative,50,8.30,0.00,1,0,3692,30,Custom Camp Cap - 5 Panel - 50pcs,Hidy Zhao
521,522,1871,39.0000,3,,2019-01-02 21:03:57,2019-02-28 10:12:50,1,2019-01-10 08:01:45,322,NULL,0,NULL,2019-W0-1,2019-02-28 10:12:50,49,19,negative,60,0.65,0.00,1,0,3676,30,Beanie Hat - Custom Embellishment - Custom QTY,Hidy Zhao
522,523,1959,19.5000,3,,2019-01-02 21:59:28,2019-01-18 01:06:06,1,2019-01-10 07:51:39,322,NULL,1,2019-01-17 08:00:00,2019-W0-1,2019-01-18 01:06:06,8,11,negative,30,0.65,0.00,1,0,3706,30,Beanie Hat - Custom Embellishment - 30pcs,Hidy Zhao
523,524,1947,240.0000,3,,2019-01-03 01:33:05,2019-01-29 08:13:47,1,2019-01-10 07:50:42,322,NULL,1,2019-01-30 08:00:00,2019-W0-1,2019-01-29 08:13:47,19,9,negative,50,4.80,0.00,1,0,3702,30,Beanie Hat - Custom Embellishment - 50pcs,Hidy Zhao
524,525,1950,445.0000,3,,2019-01-03 02:03:00,2019-03-22 09:57:50,1,2019-01-10 08:01:26,322,NULL,0,NULL,2019-W0-1,2019-03-22 09:57:50,71,41,negative,50,8.90,0.00,1,0,3703,30,Custom Camp Cap - 5 Panel - 50pcs,Hidy Zhao
525,526,1890,600.0000,3,,2019-01-03 16:00:13,2019-03-29 10:05:14,1,2019-01-18 07:52:17,322,NULL,0,NULL,2019-W0-2,2019-03-29 10:05:14,70,40,negative,100,6.00,0.00,1,0,3683,30,Custom Camp Cap - 5 Panel - 100pcs,Hidy Zhao
526,527,1952,10.5000,3,,2019-01-04 15:27:44,2019-01-31 10:08:06,1,2019-01-18 07:59:01,322,NULL,0,NULL,2019-W0-2,2019-01-31 10:08:06,13,-17,positive,30,0.35,0.00,1,0,3704,30,Beanie Hat - Custom Embellishment - 30pcs,Hidy Zhao
527,528,1957,445.0000,3,,2019-01-04 16:59:59,2019-04-30 11:13:17,1,2019-01-18 07:53:47,322,NULL,0,NULL,2019-W0-2,2019-04-30 11:13:17,102,72,negative,50,8.90,0.00,1,0,3705,30,End of Year Special - 50pcs,Hidy Zhao
528,529,1931,465.0000,3,,2019-01-04 20:19:32,2019-03-22 09:37:23,1,2019-01-18 07:52:38,322,NULL,0,NULL,2019-W0-2,2019-03-22 09:37:23,63,33,negative,50,9.30,0.00,1,0,3698,30,Snapback - 6 Panel - 50pcs,Hidy Zhao
529,530,1972,70.0000,3,,2019-01-04 20:26:46,2019-04-12 02:16:43,1,2019-01-18 07:59:22,322,NULL,0,NULL,2019-W0-2,2019-04-12 02:16:43,84,54,negative,200,0.35,0.00,1,0,3710,30,Beanie Hat - Custom Embellishment - Custom QTY,Hidy Zhao
530,531,1910,240.0000,3,,2019-01-07 14:57:30,2019-03-11 08:50:22,1,2019-01-10 08:10:54,322,NULL,0,NULL,2019-W1-1,2019-03-11 08:50:22,60,30,negative,50,4.80,0.00,1,0,3690,30,Beanie Hat - Custom Embellishment - 50pcs,Hidy Zhao
531,532,1953,385.0000,3,,2019-01-07 20:33:50,2019-04-12 04:00:40,1,2019-01-18 07:53:22,322,NULL,0,NULL,2019-W1-1,2019-04-12 04:00:40,84,54,negative,50,7.70,0.00,1,0,3704,30,Bucket Hat - 50pcs,Hidy Zhao
532,533,1962,40.0000,3,,2019-01-07 20:38:43,2019-01-29 08:18:12,1,2019-01-18 07:44:45,322,NULL,1,2019-01-25 08:00:00,2019-W1-1,2019-01-29 08:18:12,11,14,negative,1,40.00,0.00,1,0,3707,30,Custom Sample Production Hat,Hidy Zhao
533,534,1963,40.0000,3,,2019-01-07 20:38:59,2019-01-29 08:18:28,1,2019-01-18 07:45:23,322,NULL,1,2019-01-25 08:00:00,2019-W1-1,2019-01-29 08:18:28,11,14,negative,1,40.00,0.00,1,0,3707,30,Custom Sample Production Hat,Hidy Zhao
534,535,1964,40.0000,3,,2019-01-07 20:39:16,2019-01-29 08:18:44,1,2019-01-18 07:45:37,322,NULL,1,2019-01-25 08:00:00,2019-W1-1,2019-01-29 08:18:44,11,14,negative,1,40.00,0.00,1,0,3707,30,Custom Sample Production Hat,Hidy Zhao
535,536,1969,40.0000,3,,2019-01-07 21:10:56,2019-03-15 09:02:36,1,2019-01-18 07:54:06,322,NULL,0,NULL,2019-W1-1,2019-03-15 09:02:36,56,26,negative,1,40.00,0.00,1,0,3708,30,Custom Sample Production Hat,Hidy Zhao
538,539,1984,160.0000,3,,2019-01-08 18:20:08,2019-02-25 09:06:18,1,2019-01-18 07:49:05,322,NULL,1,2019-02-05 08:00:00,2019-W1-1,2019-02-25 09:06:18,38,30,negative,100,1.60,0.00,1,0,3717,30,Beanie Hat - Custom Embellishment - 100pcs,Hidy Zhao
539,540,1943,39.0000,3,,2019-01-08 19:34:28,2019-02-28 10:10:49,1,2019-01-18 07:55:34,322,NULL,0,NULL,2019-W1-1,2019-02-28 10:10:49,41,11,negative,60,0.65,0.00,1,0,3701,30,Beanie Hat - Custom Embellishment - Custom QTY,Hidy Zhao
540,541,1976,395.0000,3,,2019-01-08 22:32:05,2019-03-11 08:54:32,1,2019-01-18 07:48:52,322,NULL,1,2019-02-22 08:00:00,2019-W1-1,2019-03-11 08:54:32,52,27,negative,50,7.90,0.00,1,0,3712,30,Trucker Mesh - 6 Panel - 50pcs,Hidy Zhao
541,542,1852,39.0000,3,,2019-01-09 02:33:37,2019-03-22 10:07:16,1,2019-01-24 08:43:53,322,NULL,0,NULL,2019-W1-1,2019-03-22 10:07:16,57,27,negative,60,0.65,0.00,1,0,3669,30,Beanie Hat - Custom Embellishment - Custom QTY,Hidy Zhao
542,543,1991,744.0000,3,,2019-01-09 15:07:12,2019-03-11 08:52:27,1,2019-01-18 07:46:50,322,NULL,1,2019-02-15 08:00:00,2019-W1-1,2019-03-11 08:52:27,52,34,negative,80,9.30,0.00,1,0,3709,30,Snapback - 6 Panel - Custom QTY,Hidy Zhao
543,544,1992,465.0000,3,,2019-01-09 15:07:29,2019-03-11 08:52:57,1,2019-01-18 07:47:30,322,NULL,1,2019-02-15 08:00:00,2019-W1-1,2019-03-11 08:52:57,52,34,negative,50,9.30,0.00,1,0,3709,30,Snapback - 6 Panel - 50pcs,Hidy Zhao
544,545,1993,664.0000,3,,2019-01-09 15:08:04,2019-03-11 08:53:30,1,2019-01-18 07:47:59,322,NULL,1,2019-02-15 08:00:00,2019-W1-1,2019-03-11 08:53:30,52,34,negative,80,8.30,0.00,1,0,3709,30,Strapback - 6 Panel - Custom QTY,Hidy Zhao
545,546,1994,664.0000,3,,2019-01-09 15:08:25,2019-03-11 08:54:04,1,2019-01-18 07:48:11,322,NULL,1,2019-02-15 08:00:00,2019-W1-1,2019-03-11 08:54:04,52,34,negative,80,8.30,0.00,1,0,3709,30,Strapback - 6 Panel - Custom QTY,Hidy Zhao
